time,open,high,low,close,ARO Regime (1 Trend / 0 Random / -1 Revert),ARO Hurst (smoothed),ARO Entropy (smoothed),ARO VR Composite,ARO Kalman Direction,ARO Innovation Z (smoothed),ARO volState (GARCH/EWMA),ARO Stop Distance (GARCH/ATR),Master Buy,Master Sell,Regime Flip,ARO Bounded Core,Pullback Score,Long Threshold,Short Threshold,PB Long,PB Short,Kalman Trend (price),Kalman Direction (kDir),Innovation Z (smoothed),VR Composite (gated),Regime (-1 Revert / 0 Rand / 1 Trend),volState (GARCH/EWMA),Suggested Stop Distance,Suggested Position %,Regime Hurst,Regime Entropy,ModeNum,ZoneForce Long,ZoneForce Short,Trailing ER short,Trailing ER long,Variance Ratio q short,Variance Ratio q long,Zone Count
2026-09-11T19:18:00Z,0.07599,0.0761,0.07594,0.07597,0,0.74669943243839,0.7655191335599646,0.8991475850144303,-0.06311023724383934,0.22977719140386188,1.026411521045159,0.00024845167488562846,0,0,,11.260868825559035,-4.756524652563623,65,-65,,,0.07594241768798318,-0.1271291665123216,0.3430735280117516,0.8991475850144303,0,1.026411521045159,0.00024845167488562846,100,0.74669943243839,0.7655191335599646,2,0.00007453306344154892,0.00007453306344154892,0.4693877551020347,0.5454545454545329,1.0153682808722702,0.8500244565806182,8
2026-09-11T19:21:00Z,0.07597,0.07631,0.07595,0.0763,0,0.74669943243839,0.7655191335599646,0.9038308196298475,0.13409131651840744,0.8475543507360835,1.0128472440400853,0.00024504291789544086,0,0,,18.637592783282656,-6.034932634512124,65,-65,,,0.07611751058599067,0.04060669653733939,0.9732920191586771,0.9038308196298475,0,1.0128472440400853,0.00024504291789544086,100,0.74669943243839,0.7655191335599646,2,3.8455182500026304,11.433571041790955,0.2743362831858333,0.3333333333333222,1.001668226830268,0.824726350891096,8
2026-09-11T19:24:00Z,0.07629,0.07638,0.07629,0.07637,0,0.7420397763279879,0.7659328936789089,0.9136990138291948,0.3108210910210696,0.750371010700916,1.2258120865746807,0.0002971491125258121,0,0,,33.14487311750206,-13.886933752056958,65,-65,,,0.07625011227072312,0.1918457893109899,0.9037441653544824,0.9136990138291948,0,1.2258120865746807,0.0002971491125258121,100,0.7420397763279879,0.7659328936789089,2,0.00007453306344152841,0.00007453306344152841,0.3166666666666505,0.2741935483870911,1.0190041497948363,0.8478666546609431,8
2026-09-11T19:27:00Z,0.07638,0.07641,0.07637,0.07638,0,0.7420397763279879,0.7659328936789089,0.9251785680255288,0.4135326741759606,0.39067649788961667,1.14601600804916,0.0002780731444789579,0,0,,22.849585934444036,-17.709758635162274,65,-65,,,0.07634929073116972,0.2988819647403368,0.5806113997756323,0.9251785680255288,0,1.14601600804916,0.0002780731444789579,100,0.7420397763279879,0.7659328936789089,2,0.000008307846913159262,0.00007740288894283696,0.2612612612612502,0.2845528455284453,1.0363808739248253,0.8598944789115679,8
2026-09-11T19:30:00Z,0.07636,0.07649,0.07634,0.07644,0,0.7420397763279879,0.7659328936789089,0.9414168349460702,0.4489244971936268,0.1278154153896377,1.0742828488809082,0.0002609777411713231,0,0,,15.632152913511181,-13.380425308236472,65,-65,,,0.07643314051239754,0.3606470790539351,0.32218534619742567,0.9414168349460702,0,1.0742828488809082,0.0002609777411713231,100,0.7420397763279879,0.7659328936789089,2,2.1792681320769577e-9,0.018128663019681374,0.5510204081632515,0.2067510548523179,1.064749274946996,0.8830374626273102,8
2026-09-11T19:33:00Z,0.07644,0.07644,0.07637,0.0764,0,0.7420397763279879,0.7659328936789089,0.9601803151973417,0.39053264597092263,-0.24974125543098624,1.0392446029349216,0.000252386233339985,0,0,,14.551810238093681,-16.7311003534144,65,-65,,,0.07644995538507657,0.3488269564946737,-0.08923231256918646,0.9601803151973417,0,1.0392446029349216,0.000252386233339985,100,0.7420397763279879,0.7659328936789089,2,1.6931837912108437e-7,0.0002441372922075348,0.38095238095237227,0.20338983050847317,1.074451699461544,0.9209628519382257,8
2026-09-11T19:36:00Z,0.0764,0.07652,0.07631,0.07634,0,0.7420397763279879,0.7659328936789089,0.9755092822970315,0.25794638955545723,-0.5373514239010129,1.0023833031371017,0.00024328618224784155,0,0,,-4.650171418498195,-7.209891641337652,65,-65,,,0.07641846084720806,0.26756782774836313,-0.4436744277731391,0.9755092822970315,0,1.0023833031371017,0.00024328618224784155,100,0.7420397763279879,0.7659328936789089,2,0.0002960946454694223,2.324743791336696e-7,0.280898876404494,0.17543859649122348,1.0743301287801226,0.9380043042126998,8
2026-09-11T19:39:00Z,0.07635,0.07663,0.07635,0.07663,0,0.7420397763279879,0.7659328936789089,0.9824280240544112,0.2897849779833657,0.169796896330357,0.9806360123337323,0.0002389235875561418,0,0,,3.6747296201189363,-0.21123644810469955,65,-65,,,0.07654429181926965,0.2956832275007946,0.20108127284251703,0.9824280240544112,0,0.9806360123337323,0.0002389235875561418,100,0.7420397763279879,0.7659328936789089,2,18.699852327371055,0.4353161113070031,0.7551020408163353,0.023809523809519745,1.048379438173376,0.9441515769649654,8
2026-09-11T19:42:00Z,0.07663,0.07663,0.07657,0.0766,0,0.7420397763279879,0.7659328936789089,0.9911174735430092,0.309977179215856,0.07883301551411726,1.139661666881257,0.00027800312949264705,0,0,,26.407604104445255,-15.871357113028807,65,-65,,,0.07660246048795354,0.31379384968861534,0.09033998590973114,0.9911174735430092,0,1.139661666881257,0.00027800312949264705,100,0.7420397763279879,0.7659328936789089,2,0,19.187604471286374,0.6842105263157926,0.06451612903225445,1.0492125082429546,0.9677802367974556,8
2026-09-11T19:45:00Z,0.0766,0.07662,0.07657,0.07657,0,0.7420397763279879,0.7659328936789089,0.996668787648115,0.2718553878754196,-0.16710500762789543,1.0490280419199403,0.00025604275214162275,0,0,,12.75339588668496,-12.276273449428814,65,-65,,,0.07661281278177048,0.28877724188373466,-0.1707583845605672,0.996668787648115,0,1.0490280419199403,0.00025604275214162275,100,0.7420397763279879,0.7659328936789089,2,0,12.236660787531246,0.617021276595744,0.08000000000000133,1.0468807263930275,0.9686621053236256,8
2026-09-11T19:48:00Z,0.07662,0.07678,0.0766,0.07678,0,0.7420397763279879,0.7659328936789089,1.0021612341413517,0.32794562640359376,0.22438056131970757,0.9927014101302912,0.0002430213556436089,0,0,,20.998112759640495,-10.62837799216896,65,-65,,,0.07672387610011741,0.32832699960083545,0.21147553088156784,1.0021612341413517,0,0.9927014101302912,0.0002430213556436089,100,0.7420397763279879,0.7659328936789089,2,17.769570953583266,0.3513451032773889,0.716814159292045,0.04615384615384369,1.0545968800603447,0.9716953741953053,8
2026-09-11T19:51:00Z,0.07676,0.07681,0.07676,0.07678,0,0.7420397763279879,0.7659328936789089,1.0139164411127604,0.3568000318451859,0.08614833061572705,1.0310631199383156,0.00025286908760946327,0,0,,31.93331757521365,-17.193070787840128,65,-65,,,0.07678399138722707,0.35125831988592526,0.08507680468515619,1.0139164411127604,0,1.0310631199383156,0.00025286908760946327,100,0.7420397763279879,0.7659328936789089,2,17.611705438498184,0.25897906343450505,0.600000000000007,0.40932642487045967,1.0737966955981564,1.0010570145129984,8
2026-09-11T19:54:00Z,0.07677,0.0768,0.07672,0.07672,0,0.7375624811907251,0.7662387477548743,1.0231983290970221,0.29243088651070864,-0.2917926513336857,0.9507048901873042,0.00023319926952856937,0,0,,8.691942534324866,-9.661482931069969,65,-65,,,0.07677579848557067,0.30490040969629517,-0.29427481582796156,1.0231983290970221,0,0.9507048901873042,0.00023319926952856937,100,0.7375624811907251,0.7662387477548743,2,0.67318965902877,12.837101968648668,0.4430379746835488,0.36683417085426245,1.0726500584954954,1.0108741516355961,8
2026-09-11T19:57:00Z,0.07673,0.07673,0.07666,0.07667,0,0.7375624811907251,0.7662387477548743,1.0351168081211164,0.16873289191832652,-0.5392025369058382,0.8990868388667298,0.00022030022622640145,0,0,,-5.610083566141227,-2.47229399735744,65,-65,,,0.0767337353044864,0.20791222639497436,-0.5703313836326329,1.0351168081211164,0,0.8990868388667298,0.00022030022622640145,100,0.7375624811907251,0.7662387477548743,2,7.2038081541901615,1.694534933658968,0.349397590361451,0.2989690721649431,1.0857871430976471,1.0321203892409623,8
2026-09-11T20:00:00Z,0.07667,0.07673,0.07663,0.07673,0,0.7375624811907251,0.7662387477548743,1.0456991679996794,0.10397895112963412,-0.28430421861675576,0.8588856540067877,0.00021032553895069205,0,0,,21.61895549857164,-12.293670969363816,65,-65,,,0.07673930855710258,0.1490352571398203,-0.3507776889733529,1.0456991679996794,0,0.8588856540067877,0.00021032553895069205,100,0.7375624811907251,0.7662387477548743,2,0.23050887867150735,15.290952311597492,0.3493975903614619,0.45856353591160337,1.0856086996615253,1.0481190758520857,8
2026-09-11T20:03:00Z,0.07673,0.0768,0.0767,0.07679,0,0.7375624811907251,0.7662387477548743,1.058593431470807,0.10726438210885275,0.022333435821170255,0.8350494915342104,0.00020452758238883863,0,0,,53.644400752626865,-30.237910831012258,65,-65,,,0.07677378653283291,0.13994823162806658,-0.056966554782288625,1.058593431470807,0,0.8350494915342104,0.00020452758238883863,100,0.7375624811907251,0.7662387477548743,2,14.367180840709135,0.23893630424060253,0.458823529411772,0.4201183431952649,1.1020770569310951,1.0666868598950285,8
2026-09-11T20:06:00Z,0.07676,0.07682,0.07675,0.07678,0,0.7375624811907251,0.7662387477548743,1.0691082751480856,0.10700295439621085,-0.005372751630319635,0.8154299552569308,0.00019969348122433607,0,0,,42.28233484951406,-29.382789251615876,65,-65,,,0.07678620130271888,0.12964923096177225,-0.07606342709221695,1.0691082751480856,0,0.8154299552569308,0.00019969348122433607,100,0.7375624811907251,0.7662387477548743,2,17.011462617147476,0.07916037486514382,0.5499999999999983,0.4082840236686375,1.10231849937137,1.0779574256339157,8
2026-09-11T20:09:00Z,0.07678,0.0768,0.07675,0.07678,0,0.7375624811907251,0.7662387477548743,1.075853612103575,0.09542676062613187,-0.06719475079814431,0.7819712303240274,0.00019132125779865994,0,0,,20.404625057291316,-16.247159669241885,65,-65,,,0.076790479819838,0.11274999771958985,-0.12575089320862343,1.075853612103575,0,0.7819712303240274,0.00019132125779865994,100,0.7375624811907251,0.7662387477548743,2,16.819613658458366,0.05372109086525195,0.2941176470588203,0.5973154362416155,1.1066515506178352,1.0720370214112735,8
2026-09-11T20:12:00Z,0.07686,0.07689,0.07677,0.07677,0,0.7375624811907251,0.7662387477548743,1.0864717703859048,0.06856046196820859,-0.1451013272411485,0.7629075768270995,0.0001864084945316443,0,0,,-6.312553286408379,-3.731875804265357,65,-65,,,0.07678548768290239,0.08543950666204256,-0.19458199731007467,1.0864717703859048,0,0.7629075768270995,0.0001864084945316443,100,0.7375624811907251,0.7662387477548743,2,19.03319473454513,0.017725080651611703,0.34693877551021796,0.5694444444444521,1.1313314266812198,1.084084747219909,8
2026-09-11T20:15:00Z,0.07679,0.07679,0.0767,0.0767,0,0.7375624811907251,0.7662387477548743,1.0862198451589182,-0.00979258606560876,-0.42199898074804093,0.7435580679173762,0.00018135195670847585,0,0,,-37.42395120433246,14.594946672138079,65,-65,,,0.07674246636099025,0.01906478923979471,-0.4741385592650119,1.0862198451589182,0,0.7435580679173762,0.00018135195670847585,100,0.7375624811907251,0.7662387477548743,2,0.9390774157642372,4.976484730349536,0.24528301886793935,0.482993197278918,1.1191051404414498,1.0523268489684403,8
2026-09-11T20:18:00Z,0.07667,0.07667,0.07658,0.07661,0,0.7375624811907251,0.7662387477548743,1.082706416759762,-0.13408923162012304,-0.6851037914514437,0.729771540820882,0.00017765868875018235,0,0,,-36.07658949363931,13.645953696183586,65,-65,,,0.07666816056776617,-0.0845994237932407,-0.7612600974687349,1.082706416759762,0,0.729771540820882,0.00017765868875018235,100,0.7375624811907251,0.7662387477548743,2,0,19.929159940530397,0.41463414634147827,0.4155844155844205,1.119086760374319,1.0322723595485792,8
2026-09-11T20:21:00Z,0.0766,0.0766,0.07649,0.07655,0,0.7375624811907251,0.7662387477548743,1.0742894010732018,-0.25234198385469553,-0.6602421563258639,0.714480921025866,0.00017368180030190745,0,0,,-8.648638361646466,11.18918301698788,65,-65,,,0.07659281509141613,-0.18816784405466866,-0.7759417277385137,1.0742894010732018,0,0.714480921025866,0.00017368180030190745,100,0.7375624811907251,0.7662387477548743,2,0,3.856618911589242,0.48936170212766333,0.1968503937007929,1.0945788609966365,1.0203318784035258,8
2026-09-11T20:24:00Z,0.07652,0.0766,0.07646,0.07646,0,0.7142010693916842,0.7621366867275157,1.0628288207479073,-0.36364458134412647,-0.6420007001689294,0.7023248529247389,0.00017036208644044827,0,0,,-18.673719128986058,9.204237044629604,65,-65,,,0.07650373774770962,-0.29021187443931973,-0.7953186724027029,1.0628288207479073,0,0.7023248529247389,0.00017036208644044827,100,0.7142010693916842,0.7621366867275157,2,0.00007453306344161142,0.00007453306344161142,0.5200000000000067,0.06976744186047112,1.0754030404809487,1.0044122797136874,8
2026-09-11T20:27:00Z,0.07649,0.07652,0.07643,0.07644,0,0.7142010693916842,0.7621366867275157,1.053311371869006,-0.4139316757929507,-0.26312914321243364,0.7065655201780221,0.00017099999000913594,0,0,,-44.78673398108744,24.8720537410224,65,-65,,,0.07644445400144662,-0.3498081625355249,-0.4393589334661927,1.053311371869006,0,0.7065655201780221,0.00017099999000913594,100,0.7142010693916842,0.7621366867275157,2,0.00007453306344154562,0.00007453306344154562,0.48936170212767843,0.046153846153839585,1.065324908948417,1.0032280392739892,8
2026-09-11T20:30:00Z,0.07644,0.07651,0.07633,0.07646,0,0.7142010693916842,0.7621366867275157,1.0578706448187656,-0.3724650822067719,0.2627645765824931,0.7018326507959168,0.00016962983320208773,0,0,,-9.328385360685408,9.597031419375135,65,-65,,,0.07642482259150933,-0.33926456965604956,0.10236391931547328,1.0578706448187656,0,0.7018326507959168,0.00016962983320208773,100,0.7142010693916842,0.7621366867275157,2,0.000005439416404489081,0.0015974293189660639,0.627906976744201,0.015873015873020768,1.0965772772446658,1.0374011041919045,8
2026-09-11T20:33:00Z,0.07643,0.07655,0.07642,0.07651,0,0.7142010693916842,0.7621366867275157,1.0500079173019963,-0.25503838659630823,0.7399788770259986,0.7063359867042402,0.0001705137364939566,0,0,,31.72470219507354,-15.071643693595703,65,-65,,,0.07644507233648021,-0.2671966972311586,0.6413133616379194,1.0500079173019963,0,0.7063359867042402,0.0001705137364939566,100,0.7142010693916842,0.7621366867275157,2,5.908184231296439e-10,0.29017117580144686,0.6666666666666666,0.08661417322834611,1.0944522145175355,0.9741127100193794,8
2026-09-11T20:36:00Z,0.07665,0.07692,0.07662,0.07692,0,0.7142010693916842,0.7621366867275157,1.019107793044096,0.09989563252090955,2.4288157212344292,0.7187924140392239,0.00017256812517305294,0,0,,55.97676831296217,-29.5860609877773,65,-65,,,0.07664493621050758,-0.0158541096983692,2.449849822385339,1.019107793044096,0,0.7187924140392239,0.00017256812517305294,100,0.7142010693916842,0.7621366867275157,2,0.4358488702263935,0,0.17073170731707152,0.3580246913580207,1.0513023976498626,0.8633126914067284,8
